datetime,height_m,type
2033-11-10 01:50:00,4.93,HW
2033-11-10 08:04:00,0.55,LW
2033-11-10 14:14:00,4.97,HW
2033-11-10 20:23:00,0.77,LW
2033-11-11 02:31:00,4.81,HW
2033-11-11 08:50:00,0.66,LW
2033-11-11 15:01:00,4.81,HW
2033-11-11 21:03:00,0.98,LW
2033-11-12 03:13:00,4.64,HW
2033-11-12 09:38:00,0.81,LW
2033-11-12 15:49:00,4.58,HW
2033-11-12 21:47:00,1.21,LW
2033-11-13 03:59:00,4.44,HW
2033-11-13 10:32:00,0.98,LW
2033-11-13 16:42:00,4.34,HW
2033-11-13 22:40:00,1.44,LW
2033-11-14 04:55:00,4.23,HW
2033-11-14 11:36:00,1.14,LW
2033-11-14 17:49:00,4.14,HW
2033-11-14 23:49:00,1.62,LW
2033-11-15 06:11:00,4.08,HW
2033-11-15 12:48:00,1.22,LW
2033-11-15 19:03:00,4.07,HW
2033-11-16 01:12:00,1.67,LW
2033-11-16 07:23:00,4.06,HW
2033-11-16 13:57:00,1.21,LW
2033-11-16 20:11:00,4.12,HW
2033-11-17 02:23:00,1.57,LW
2033-11-17 08:25:00,4.14,HW
2033-11-17 14:56:00,1.13,LW
2033-11-17 21:09:00,4.24,HW
2033-11-18 03:19:00,1.41,LW
2033-11-18 09:18:00,4.27,HW
2033-11-18 15:45:00,1.05,LW
2033-11-18 21:56:00,4.37,HW
2033-11-19 04:05:00,1.25,LW
2033-11-19 10:05:00,4.40,HW
2033-11-19 16:27:00,0.96,LW
2033-11-19 22:35:00,4.49,HW
2033-11-20 04:45:00,1.10,LW
2033-11-20 10:45:00,4.52,HW
2033-11-20 17:05:00,0.90,LW
2033-11-20 23:09:00,4.60,HW
2033-11-21 05:23:00,0.98,LW
2033-11-21 11:22:00,4.61,HW
2033-11-21 17:40:00,0.85,LW
2033-11-21 23:42:00,4.68,HW
2033-11-22 05:58:00,0.89,LW
2033-11-22 11:58:00,4.68,HW
2033-11-22 18:14:00,0.82,LW
2033-11-23 00:15:00,4.73,HW
2033-11-23 06:33:00,0.83,LW
2033-11-23 12:34:00,4.72,HW
2033-11-23 18:46:00,0.82,LW
2033-11-24 00:49:00,4.76,HW
2033-11-24 07:07:00,0.80,LW
2033-11-24 13:11:00,4.71,HW
2033-11-24 19:19:00,0.83,LW
2033-11-25 01:24:00,4.74,HW
2033-11-25 07:42:00,0.80,LW
2033-11-25 13:49:00,4.67,HW
2033-11-25 19:53:00,0.86,LW
2033-11-26 01:59:00,4.68,HW
2033-11-26 08:19:00,0.82,LW
2033-11-26 14:28:00,4.59,HW
2033-11-26 20:30:00,0.94,LW
2033-11-27 02:35:00,4.59,HW
2033-11-27 09:00:00,0.88,LW
2033-11-27 15:10:00,4.48,HW
2033-11-27 21:12:00,1.05,LW
2033-11-28 03:16:00,4.47,HW
2033-11-28 09:47:00,0.95,LW
2033-11-28 15:58:00,4.37,HW
2033-11-28 22:01:00,1.18,LW
2033-11-29 04:05:00,4.36,HW
2033-11-29 10:42:00,1.03,LW
2033-11-29 16:55:00,4.27,HW
2033-11-29 22:59:00,1.30,LW
2033-11-30 05:05:00,4.26,HW
2033-11-30 11:50:00,1.07,LW
2033-11-30 18:03:00,4.23,HW
2033-12-01 00:08:00,1.37,LW
2033-12-01 06:17:00,4.21,HW
2033-12-01 13:09:00,1.04,LW
2033-12-01 19:19:00,4.28,HW
2033-12-02 01:29:00,1.32,LW
2033-12-02 07:34:00,4.28,HW
2033-12-02 14:21:00,0.93,LW
2033-12-02 20:30:00,4.41,HW
2033-12-03 02:41:00,1.17,LW
2033-12-03 08:42:00,4.43,HW
2033-12-03 15:23:00,0.80,LW
2033-12-03 21:32:00,4.57,HW
2033-12-04 03:41:00,0.98,LW
2033-12-04 09:42:00,4.60,HW
2033-12-04 16:19:00,0.70,LW
2033-12-04 22:27:00,4.70,HW
2033-12-05 04:35:00,0.80,LW
2033-12-05 10:38:00,4.76,HW
2033-12-05 17:09:00,0.63,LW
2033-12-05 23:17:00,4.81,HW
2033-12-06 05:27:00,0.65,LW
2033-12-06 11:32:00,4.88,HW
2033-12-06 17:56:00,0.60,LW
2033-12-07 00:03:00,4.88,HW
2033-12-07 06:16:00,0.53,LW
2033-12-07 12:24:00,4.95,HW
2033-12-07 18:41:00,0.61,LW
2033-12-08 00:47:00,4.91,HW
2033-12-08 07:05:00,0.48,LW
2033-12-08 13:13:00,4.96,HW
2033-12-08 19:23:00,0.68,LW
2033-12-09 01:29:00,4.89,HW
2033-12-09 07:53:00,0.49,LW
2033-12-09 13:59:00,4.89,HW
2033-12-09 20:04:00,0.80,LW
2033-12-10 02:10:00,4.81,HW
2033-12-10 08:38:00,0.58,LW
2033-12-10 14:43:00,4.75,HW
2033-12-10 20:43:00,0.95,LW
2033-12-11 02:50:00,4.69,HW
2033-12-11 09:22:00,0.71,LW
2033-12-11 15:26:00,4.57,HW
2033-12-11 21:22:00,1.12,LW
2033-12-12 03:31:00,4.53,HW
2033-12-12 10:06:00,0.86,LW
2033-12-12 16:11:00,4.36,HW
2033-12-12 22:05:00,1.30,LW
2033-12-13 04:16:00,4.34,HW
2033-12-13 10:55:00,1.02,LW
2033-12-13 17:02:00,4.16,HW
2033-12-13 22:54:00,1.48,LW
2033-12-14 05:10:00,4.15,HW
2033-12-14 11:52:00,1.16,LW
2033-12-14 18:04:00,4.01,HW
2033-12-14 23:56:00,1.62,LW
2033-12-15 06:21:00,4.00,HW
2033-12-15 12:57:00,1.25,LW
2033-12-15 19:11:00,3.96,HW
2033-12-16 01:18:00,1.66,LW
2033-12-16 07:30:00,3.97,HW
2033-12-16 13:59:00,1.26,LW
2033-12-16 20:13:00,4.02,HW
2033-12-17 02:27:00,1.55,LW
2033-12-17 08:30:00,4.05,HW
2033-12-17 14:54:00,1.19,LW
2033-12-17 21:07:00,4.15,HW
2033-12-18 03:23:00,1.38,LW
2033-12-18 09:25:00,4.18,HW
2033-12-18 15:45:00,1.09,LW
2033-12-18 21:56:00,4.31,HW
2033-12-19 04:12:00,1.19,LW
2033-12-19 10:13:00,4.33,HW
2033-12-19 16:31:00,1.00,LW
2033-12-19 22:39:00,4.45,HW
2033-12-20 04:57:00,1.03,LW
2033-12-20 10:57:00,4.46,HW
2033-12-20 17:13:00,0.92,LW
2033-12-20 23:17:00,4.57,HW
2033-12-21 05:38:00,0.90,LW
2033-12-21 11:37:00,4.55,HW
2033-12-21 17:51:00,0.87,LW
2033-12-21 23:53:00,4.66,HW
2033-12-22 06:16:00,0.80,LW
2033-12-22 12:15:00,4.63,HW
2033-12-22 18:26:00,0.82,LW
2033-12-23 00:28:00,4.73,HW
2033-12-23 06:53:00,0.72,LW
2033-12-23 12:54:00,4.69,HW
2033-12-23 19:01:00,0.77,LW
2033-12-24 01:05:00,4.77,HW
2033-12-24 07:31:00,0.66,LW
2033-12-24 13:35:00,4.71,HW
2033-12-24 19:38:00,0.76,LW
2033-12-25 01:43:00,4.76,HW
2033-12-25 08:11:00,0.64,LW
2033-12-25 14:18:00,4.68,HW
2033-12-25 20:18:00,0.79,LW
2033-12-26 02:22:00,4.71,HW
2033-12-26 08:53:00,0.66,LW
2033-12-26 15:02:00,4.60,HW
2033-12-26 21:00:00,0.88,LW
2033-12-27 03:04:00,4.62,HW
2033-12-27 09:38:00,0.72,LW
2033-12-27 15:48:00,4.49,HW
2033-12-27 21:46:00,0.99,LW
2033-12-28 03:49:00,4.52,HW
2033-12-28 10:27:00,0.81,LW
2033-12-28 16:38:00,4.38,HW
2033-12-28 22:36:00,1.11,LW
2033-12-29 04:41:00,4.42,HW
2033-12-29 11:24:00,0.89,LW
2033-12-29 17:36:00,4.29,HW
2033-12-29 23:34:00,1.22,LW
2033-12-30 05:44:00,4.33,HW
2033-12-30 12:34:00,0.96,LW
2033-12-30 18:45:00,4.24,HW
2033-12-31 00:49:00,1.28,LW
2033-12-31 06:59:00,4.28,HW
2033-12-31 13:47:00,0.97,LW
2033-12-31 19:58:00,4.27,HW
2034-01-01 02:09:00,1.21,LW
2034-01-01 08:15:00,4.32,HW
2034-01-01 14:55:00,0.92,LW
2034-01-01 21:06:00,4.38,HW
2034-01-02 03:18:00,1.06,LW
2034-01-02 09:24:00,4.44,HW
2034-01-02 15:56:00,0.85,LW
2034-01-02 22:08:00,4.52,HW
2034-01-03 04:20:00,0.87,LW
2034-01-03 10:28:00,4.58,HW
2034-01-03 16:52:00,0.78,LW
2034-01-03 23:02:00,4.65,HW
2034-01-04 05:16:00,0.68,LW
2034-01-04 11:25:00,4.71,HW
2034-01-04 17:40:00,0.73,LW
2034-01-04 23:49:00,4.76,HW
2034-01-05 06:08:00,0.54,LW
2034-01-05 12:15:00,4.80,HW
2034-01-05 18:24:00,0.70,LW
2034-01-06 00:31:00,4.82,HW
2034-01-06 06:56:00,0.46,LW
2034-01-06 13:01:00,4.82,HW
2034-01-06 19:05:00,0.70,LW
2034-01-07 01:11:00,4.84,HW
2034-01-07 07:40:00,0.45,LW
2034-01-07 13:43:00,4.78,HW
2034-01-07 19:44:00,0.76,LW
2034-01-08 01:49:00,4.81,HW
2034-01-08 08:21:00,0.51,LW
2034-01-08 14:22:00,4.69,HW
2034-01-08 20:21:00,0.85,LW
2034-01-09 02:26:00,4.73,HW
2034-01-09 08:59:00,0.61,LW
2034-01-09 15:00:00,4.56,HW
2034-01-09 20:56:00,0.97,LW
2034-01-10 03:03:00,4.62,HW
2034-01-10 09:35:00,0.74,LW
2034-01-10 15:37:00,4.41,HW
2034-01-10 21:31:00,1.10,LW
2034-01-11 03:41:00,4.47,HW
2034-01-11 10:12:00,0.88,LW
2034-01-11 16:16:00,4.24,HW
2034-01-11 22:09:00,1.25,LW
2034-01-12 04:21:00,4.29,HW
2034-01-12 10:53:00,1.04,LW
2034-01-12 16:58:00,4.07,HW
2034-01-12 22:54:00,1.42,LW
2034-01-13 05:08:00,4.09,HW
2034-01-13 11:44:00,1.20,LW
2034-01-13 17:51:00,3.91,HW
2034-01-13 23:51:00,1.57,LW
2034-01-14 06:09:00,3.91,HW
2034-01-14 12:50:00,1.32,LW
2034-01-14 19:03:00,3.84,HW
2034-01-15 01:13:00,1.62,LW
2034-01-15 07:30:00,3.85,HW
2034-01-15 14:00:00,1.32,LW
2034-01-15 20:15:00,3.91,HW
2034-01-16 02:34:00,1.49,LW
2034-01-16 08:41:00,3.95,HW
2034-01-16 15:03:00,1.23,LW
2034-01-16 21:17:00,4.08,HW
2034-01-17 03:37:00,1.28,LW
2034-01-17 09:41:00,4.12,HW
2034-01-17 15:59:00,1.10,LW
2034-01-17 22:09:00,4.28,HW
2034-01-18 04:30:00,1.07,LW
2034-01-18 10:33:00,4.30,HW
2034-01-18 16:48:00,0.98,LW
2034-01-18 22:54:00,4.44,HW
2034-01-19 05:17:00,0.89,LW
2034-01-19 11:18:00,4.45,HW
2034-01-19 17:31:00,0.87,LW
2034-01-19 23:33:00,4.58,HW
2034-01-20 05:59:00,0.74,LW
2034-01-20 11:59:00,4.58,HW
2034-01-20 18:09:00,0.78,LW
2034-01-21 00:10:00,4.69,HW
2034-01-21 06:39:00,0.61,LW
2034-01-21 12:40:00,4.69,HW
2034-01-21 18:46:00,0.69,LW
2034-01-22 00:47:00,4.79,HW
2034-01-22 07:19:00,0.50,LW
2034-01-22 13:22:00,4.77,HW
2034-01-22 19:24:00,0.63,LW
2034-01-23 01:26:00,4.83,HW
2034-01-23 08:00:00,0.44,LW
2034-01-23 14:06:00,4.78,HW
2034-01-23 20:04:00,0.62,LW
2034-01-24 02:07:00,4.82,HW
2034-01-24 08:41:00,0.45,LW
2034-01-24 14:50:00,4.72,HW
2034-01-24 20:45:00,0.68,LW
2034-01-25 02:49:00,4.76,HW
2034-01-25 09:23:00,0.51,LW
2034-01-25 15:33:00,4.61,HW
2034-01-25 21:28:00,0.79,LW
2034-01-26 03:32:00,4.67,HW
2034-01-26 10:07:00,0.62,LW
2034-01-26 16:17:00,4.47,HW
2034-01-26 22:13:00,0.92,LW
2034-01-27 04:20:00,4.56,HW
2034-01-27 10:56:00,0.77,LW
2034-01-27 17:08:00,4.33,HW
2034-01-27 23:07:00,1.06,LW
2034-01-28 05:19:00,4.41,HW
2034-01-28 11:59:00,0.93,LW
2034-01-28 18:13:00,4.19,HW
2034-01-29 00:17:00,1.20,LW
2034-01-29 06:33:00,4.25,HW
2034-01-29 13:16:00,1.05,LW
2034-01-29 19:30:00,4.13,HW
2034-01-30 01:44:00,1.22,LW
2034-01-30 07:55:00,4.20,HW
2034-01-30 14:31:00,1.07,LW
2034-01-30 20:45:00,4.20,HW
2034-01-31 03:01:00,1.09,LW
2034-01-31 09:14:00,4.28,HW
2034-01-31 15:41:00,1.01,LW
2034-01-31 21:54:00,4.35,HW
2034-02-01 04:13:00,0.89,LW
2034-02-01 10:25:00,4.43,HW
2034-02-01 16:41:00,0.91,LW
2034-02-01 22:52:00,4.52,HW
2034-02-02 05:13:00,0.69,LW
2034-02-02 11:22:00,4.58,HW
2034-02-02 17:29:00,0.82,LW
2034-02-02 23:39:00,4.65,HW
2034-02-03 06:01:00,0.54,LW
2034-02-03 12:09:00,4.67,HW
2034-02-03 18:09:00,0.75,LW
2034-02-04 00:18:00,4.73,HW
2034-02-04 06:44:00,0.46,LW
2034-02-04 12:49:00,4.70,HW
2034-02-04 18:46:00,0.71,LW
2034-02-05 00:53:00,4.78,HW
2034-02-05 07:22:00,0.44,LW
2034-02-05 13:24:00,4.69,HW
2034-02-05 19:22:00,0.70,LW
2034-02-06 01:27:00,4.79,HW
2034-02-06 07:58:00,0.48,LW
2034-02-06 13:58:00,4.65,HW
2034-02-06 19:57:00,0.74,LW
2034-02-07 02:02:00,4.76,HW
2034-02-07 08:31:00,0.55,LW
2034-02-07 14:31:00,4.58,HW
2034-02-07 20:29:00,0.81,LW
2034-02-08 02:37:00,4.68,HW
2034-02-08 09:01:00,0.65,LW
2034-02-08 15:04:00,4.48,HW
2034-02-08 21:00:00,0.92,LW
2034-02-09 03:11:00,4.56,HW
2034-02-09 09:32:00,0.77,LW
2034-02-09 15:37:00,4.34,HW
2034-02-09 21:33:00,1.04,LW
2034-02-10 03:44:00,4.39,HW
2034-02-10 10:06:00,0.93,LW
2034-02-10 16:12:00,4.18,HW
2034-02-10 22:10:00,1.19,LW
2034-02-11 04:23:00,4.20,HW
2034-02-11 10:47:00,1.11,LW
2034-02-11 16:53:00,4.00,HW
2034-02-11 22:56:00,1.36,LW
2034-02-12 05:11:00,3.98,HW
2034-02-12 11:42:00,1.30,LW
2034-02-12 17:46:00,3.84,HW
2034-02-12 23:59:00,1.51,LW
2034-02-13 06:18:00,3.81,HW
2034-02-13 12:56:00,1.41,LW
2034-02-13 19:06:00,3.76,HW
2034-02-14 01:33:00,1.53,LW
2034-02-14 07:48:00,3.79,HW
2034-02-14 14:18:00,1.37,LW
2034-02-14 20:33:00,3.88,HW
2034-02-15 02:57:00,1.34,LW
2034-02-15 09:06:00,3.96,HW
2034-02-15 15:26:00,1.20,LW
2034-02-15 21:37:00,4.12,HW
2034-02-16 04:01:00,1.08,LW
2034-02-16 10:08:00,4.19,HW
2034-02-16 16:22:00,1.02,LW
2034-02-16 22:29:00,4.34,HW
2034-02-17 04:54:00,0.85,LW
2034-02-17 10:59:00,4.41,HW
2034-02-17 17:08:00,0.86,LW
2034-02-17 23:12:00,4.52,HW
2034-02-18 05:39:00,0.66,LW
2034-02-18 11:43:00,4.58,HW
2034-02-18 17:49:00,0.72,LW
2034-02-18 23:50:00,4.67,HW
2034-02-19 06:21:00,0.50,LW
2034-02-19 12:25:00,4.73,HW
2034-02-19 18:28:00,0.61,LW
2034-02-20 00:28:00,4.80,HW
2034-02-20 07:02:00,0.37,LW
2034-02-20 13:07:00,4.83,HW
2034-02-20 19:08:00,0.51,LW
2034-02-21 01:09:00,4.89,HW
2034-02-21 07:42:00,0.30,LW
2034-02-21 13:51:00,4.86,HW
2034-02-21 19:48:00,0.48,LW
2034-02-22 01:51:00,4.91,HW
2034-02-22 08:23:00,0.30,LW
2034-02-22 14:33:00,4.82,HW
2034-02-22 20:29:00,0.52,LW
2034-02-23 02:34:00,4.88,HW
2034-02-23 09:03:00,0.38,LW
2034-02-23 15:15:00,4.70,HW
2034-02-23 21:10:00,0.61,LW
2034-02-24 03:18:00,4.79,HW
2034-02-24 09:44:00,0.53,LW
2034-02-24 15:56:00,4.55,HW
2034-02-24 21:54:00,0.75,LW
2034-02-25 04:06:00,4.64,HW
2034-02-25 10:31:00,0.73,LW
2034-02-25 16:44:00,4.36,HW
2034-02-25 22:46:00,0.93,LW
2034-02-26 05:03:00,4.44,HW
2034-02-26 11:31:00,0.97,LW
2034-02-26 17:46:00,4.17,HW
2034-02-26 23:58:00,1.11,LW
2034-02-27 06:18:00,4.22,HW
2034-02-27 12:50:00,1.16,LW
2034-02-27 19:06:00,4.05,HW
2034-02-28 01:27:00,1.17,LW
2034-02-28 07:43:00,4.13,HW
2034-02-28 14:13:00,1.21,LW
2034-02-28 20:27:00,4.10,HW
2034-03-01 02:52:00,1.06,LW
2034-03-01 09:09:00,4.21,HW
2034-03-01 15:29:00,1.13,LW
2034-03-01 21:40:00,4.27,HW
2034-03-02 04:08:00,0.85,LW
2034-03-02 10:21:00,4.39,HW
2034-03-02 16:30:00,1.00,LW
2034-03-02 22:40:00,4.45,HW
2034-03-03 05:05:00,0.67,LW
2034-03-03 11:15:00,4.53,HW
2034-03-03 17:14:00,0.88,LW
2034-03-03 23:26:00,4.57,HW
2034-03-04 05:49:00,0.56,LW
2034-03-04 11:58:00,4.60,HW
2034-03-04 17:51:00,0.79,LW
2034-03-05 00:02:00,4.66,HW
2034-03-05 06:25:00,0.51,LW
2034-03-05 12:32:00,4.63,HW
2034-03-05 18:25:00,0.71,LW
2034-03-06 00:32:00,4.72,HW
2034-03-06 06:58:00,0.48,LW
2034-03-06 13:01:00,4.65,HW
2034-03-06 18:59:00,0.67,LW
2034-03-07 01:04:00,4.77,HW
2034-03-07 07:29:00,0.49,LW
2034-03-07 13:30:00,4.66,HW
2034-03-07 19:33:00,0.67,LW
2034-03-08 01:38:00,4.77,HW
2034-03-08 08:00:00,0.54,LW
2034-03-08 14:02:00,4.63,HW
2034-03-08 20:04:00,0.71,LW
2034-03-09 02:12:00,4.70,HW
2034-03-09 08:28:00,0.62,LW
2034-03-09 14:34:00,4.55,HW
2034-03-09 20:33:00,0.79,LW
2034-03-10 02:45:00,4.58,HW
2034-03-10 08:57:00,0.73,LW
2034-03-10 15:04:00,4.43,HW
2034-03-10 21:03:00,0.90,LW
2034-03-11 03:16:00,4.43,HW
2034-03-11 09:28:00,0.88,LW
2034-03-11 15:35:00,4.28,HW
2034-03-11 21:37:00,1.02,LW
2034-03-12 03:50:00,4.26,HW
2034-03-12 10:06:00,1.05,LW
2034-03-12 16:11:00,4.11,HW
2034-03-12 22:18:00,1.17,LW
2034-03-13 04:34:00,4.06,HW
2034-03-13 10:54:00,1.25,LW
2034-03-13 17:00:00,3.93,HW
2034-03-13 23:15:00,1.34,LW
2034-03-14 05:34:00,3.87,HW
2034-03-14 12:00:00,1.42,LW
2034-03-14 18:07:00,3.78,HW
2034-03-15 00:38:00,1.43,LW
2034-03-15 06:56:00,3.77,HW
2034-03-15 13:27:00,1.44,LW
2034-03-15 19:41:00,3.80,HW
2034-03-16 02:14:00,1.31,LW
2034-03-16 08:28:00,3.91,HW
2034-03-16 14:49:00,1.28,LW
2034-03-16 21:00:00,4.02,HW
2034-03-17 03:26:00,1.05,LW
2034-03-17 09:39:00,4.19,HW
2034-03-17 15:52:00,1.05,LW
2034-03-17 21:57:00,4.28,HW
2034-03-18 04:24:00,0.79,LW
2034-03-18 10:34:00,4.45,HW
2034-03-18 16:42:00,0.84,LW
2034-03-18 22:44:00,4.50,HW
2034-03-19 05:13:00,0.58,LW
2034-03-19 11:21:00,4.65,HW
2034-03-19 17:25:00,0.67,LW
2034-03-19 23:26:00,4.67,HW
2034-03-20 05:57:00,0.42,LW
2034-03-20 12:04:00,4.79,HW
2034-03-20 18:07:00,0.54,LW
2034-03-21 00:07:00,4.82,HW
2034-03-21 06:39:00,0.30,LW
2034-03-21 12:47:00,4.89,HW
2034-03-21 18:48:00,0.44,LW
2034-03-22 00:50:00,4.93,HW
2034-03-22 07:21:00,0.24,LW
2034-03-22 13:31:00,4.93,HW
2034-03-22 19:30:00,0.38,LW
2034-03-23 01:36:00,4.99,HW
2034-03-23 08:01:00,0.25,LW
2034-03-23 14:14:00,4.89,HW
2034-03-23 20:12:00,0.40,LW
2034-03-24 02:22:00,4.97,HW
2034-03-24 08:42:00,0.36,LW
2034-03-24 14:55:00,4.79,HW
2034-03-24 20:55:00,0.49,LW
2034-03-25 03:08:00,4.87,HW
2034-03-25 09:23:00,0.54,LW
2034-03-25 15:37:00,4.63,HW
2034-03-25 21:40:00,0.63,LW
2034-03-26 03:57:00,4.69,HW
2034-03-26 10:09:00,0.78,LW
2034-03-26 16:24:00,4.42,HW
2034-03-26 22:34:00,0.81,LW
2034-03-27 04:54:00,4.46,HW
2034-03-27 11:08:00,1.06,LW
2034-03-27 17:25:00,4.20,HW
2034-03-27 23:46:00,1.00,LW
2034-03-28 06:07:00,4.23,HW
2034-03-28 12:27:00,1.28,LW
2034-03-28 18:44:00,4.06,HW
2034-03-29 01:12:00,1.07,LW
2034-03-29 07:31:00,4.13,HW
2034-03-29 13:53:00,1.32,LW
2034-03-29 20:04:00,4.08,HW
2034-03-30 02:37:00,0.99,LW
2034-03-30 08:56:00,4.22,HW
2034-03-30 15:10:00,1.22,LW
2034-03-30 21:17:00,4.23,HW
2034-03-31 03:50:00,0.82,LW
2034-03-31 10:04:00,4.39,HW
2034-03-31 16:09:00,1.07,LW
2034-03-31 22:16:00,4.39,HW
2034-04-01 04:45:00,0.70,LW
2034-04-01 10:56:00,4.50,HW
2034-04-01 16:52:00,0.95,LW
2034-04-01 23:02:00,4.50,HW
2034-04-02 05:25:00,0.64,LW
2034-04-02 11:36:00,4.56,HW
2034-04-02 17:28:00,0.84,LW
2034-04-02 23:38:00,4.59,HW
2034-04-03 05:58:00,0.60,LW
2034-04-03 12:07:00,4.59,HW
2034-04-03 18:01:00,0.75,LW
2034-04-04 00:08:00,4.66,HW
2034-04-04 06:28:00,0.57,LW
2034-04-04 12:33:00,4.64,HW
2034-04-04 18:35:00,0.67,LW
2034-04-05 00:40:00,4.72,HW
2034-04-05 06:59:00,0.56,LW
2034-04-05 13:01:00,4.68,HW
2034-04-05 19:08:00,0.65,LW
2034-04-06 01:14:00,4.74,HW
2034-04-06 07:28:00,0.59,LW
2034-04-06 13:33:00,4.67,HW
2034-04-06 19:40:00,0.68,LW
2034-04-07 01:49:00,4.69,HW
2034-04-07 07:58:00,0.65,LW
2034-04-07 14:05:00,4.61,HW
2034-04-07 20:10:00,0.74,LW
2034-04-08 02:22:00,4.58,HW
2034-04-08 08:27:00,0.75,LW
2034-04-08 14:36:00,4.50,HW
2034-04-08 20:40:00,0.82,LW
2034-04-09 02:54:00,4.44,HW
2034-04-09 08:58:00,0.88,LW
2034-04-09 15:06:00,4.36,HW
2034-04-09 21:13:00,0.91,LW
2034-04-10 03:27:00,4.30,HW
2034-04-10 09:34:00,1.02,LW
2034-04-10 15:40:00,4.22,HW
2034-04-10 21:53:00,1.03,LW
2034-04-11 04:09:00,4.14,HW
2034-04-11 10:20:00,1.19,LW
2034-04-11 16:27:00,4.06,HW
2034-04-11 22:47:00,1.16,LW
2034-04-12 05:06:00,3.98,HW
2034-04-12 11:21:00,1.36,LW
2034-04-12 17:30:00,3.91,HW
2034-04-13 00:02:00,1.26,LW
2034-04-13 06:21:00,3.89,HW
2034-04-13 12:41:00,1.43,LW
2034-04-13 18:52:00,3.87,HW
2034-04-14 01:34:00,1.20,LW
2034-04-14 07:49:00,3.99,HW
2034-04-14 14:08:00,1.31,LW
2034-04-14 20:16:00,4.02,HW
2034-04-15 02:50:00,0.98,LW
2034-04-15 09:04:00,4.24,HW
2034-04-15 15:17:00,1.07,LW
2034-04-15 21:20:00,4.27,HW
2034-04-16 03:51:00,0.74,LW
2034-04-16 10:03:00,4.50,HW
2034-04-16 16:11:00,0.84,LW
2034-04-16 22:12:00,4.49,HW
2034-04-17 04:43:00,0.54,LW
2034-04-17 10:53:00,4.69,HW
2034-04-17 16:58:00,0.67,LW
2034-04-17 22:58:00,4.68,HW
2034-04-18 05:30:00,0.40,LW
2034-04-18 11:38:00,4.83,HW
2034-04-18 17:43:00,0.52,LW
2034-04-18 23:43:00,4.84,HW
2034-04-19 06:14:00,0.31,LW
2034-04-19 12:23:00,4.91,HW
2034-04-19 18:28:00,0.41,LW
2034-04-20 00:31:00,4.96,HW
2034-04-20 06:58:00,0.27,LW
2034-04-20 13:08:00,4.96,HW
2034-04-20 19:13:00,0.34,LW
2034-04-21 01:21:00,5.03,HW
2034-04-21 07:40:00,0.30,LW
2034-04-21 13:53:00,4.94,HW
2034-04-21 19:58:00,0.34,LW
2034-04-22 02:11:00,5.01,HW
2034-04-22 08:22:00,0.42,LW
2034-04-22 14:36:00,4.85,HW
2034-04-22 20:43:00,0.41,LW
2034-04-23 02:59:00,4.91,HW
2034-04-23 09:04:00,0.62,LW
2034-04-23 15:19:00,4.70,HW
2034-04-23 21:31:00,0.54,LW
2034-04-24 03:48:00,4.73,HW
2034-04-24 09:50:00,0.86,LW
2034-04-24 16:06:00,4.51,HW
2034-04-24 22:26:00,0.71,LW
2034-04-25 04:44:00,4.49,HW
2034-04-25 10:47:00,1.13,LW
2034-04-25 17:04:00,4.29,HW
2034-04-25 23:34:00,0.88,LW
2034-04-26 05:52:00,4.27,HW
2034-04-26 12:00:00,1.34,LW
2034-04-26 18:18:00,4.13,HW
2034-04-27 00:52:00,0.98,LW
2034-04-27 07:10:00,4.17,HW
2034-04-27 13:24:00,1.40,LW
2034-04-27 19:33:00,4.10,HW
2034-04-28 02:09:00,0.96,LW
2034-04-28 08:26:00,4.21,HW
2034-04-28 14:38:00,1.31,LW
2034-04-28 20:41:00,4.19,HW
2034-04-29 03:16:00,0.88,LW
2034-04-29 09:32:00,4.32,HW
2034-04-29 15:36:00,1.18,LW
2034-04-29 21:39:00,4.30,HW
2034-04-30 04:10:00,0.81,LW
2034-04-30 10:23:00,4.42,HW
2034-04-30 16:22:00,1.05,LW
2034-04-30 22:27:00,4.41,HW
2034-05-01 04:51:00,0.76,LW
2034-05-01 11:03:00,4.49,HW
2034-05-01 17:00:00,0.93,LW
2034-05-01 23:06:00,4.50,HW
2034-05-02 05:25:00,0.73,LW
2034-05-02 11:34:00,4.55,HW
2034-05-02 17:37:00,0.82,LW
2034-05-02 23:41:00,4.59,HW
2034-05-03 05:57:00,0.69,LW
2034-05-03 12:03:00,4.62,HW
2034-05-03 18:12:00,0.73,LW
2034-05-04 00:15:00,4.65,HW
2034-05-04 06:29:00,0.67,LW
2034-05-04 12:33:00,4.67,HW
2034-05-04 18:46:00,0.69,LW
2034-05-05 00:51:00,4.68,HW
2034-05-05 07:00:00,0.68,LW
2034-05-05 13:06:00,4.68,HW
2034-05-05 19:19:00,0.69,LW
2034-05-06 01:26:00,4.65,HW
2034-05-06 07:31:00,0.72,LW
2034-05-06 13:39:00,4.64,HW
2034-05-06 19:50:00,0.72,LW
2034-05-07 02:02:00,4.57,HW
2034-05-07 08:02:00,0.79,LW
2034-05-07 14:12:00,4.56,HW
2034-05-07 20:23:00,0.77,LW
2034-05-08 02:37:00,4.47,HW
2034-05-08 08:35:00,0.88,LW
2034-05-08 14:45:00,4.45,HW
2034-05-08 20:58:00,0.83,LW
2034-05-09 03:13:00,4.35,HW
2034-05-09 09:13:00,0.99,LW
2034-05-09 15:21:00,4.34,HW
